Age,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
27,2,3,2,2,1,6,4,1,66,2,1,0.0,12,3,6.0,5,2,5.0,3.0,0.0,3.0,1
37,3,1,1,1,1,2,3,4,75,3,2,4.0,11,3,17.0,3,2,3.0,0.0,1.0,0.0,1
42,1,1,2,2,1,2,4,3,81,3,2,1.0,13,2,10.0,4,3,10.0,2.0,2.0,2.0,1
43,5,3,2,2,1,6,4,2,50,2,4,4.0,14,3,10.0,3,2,1.0,0.0,0.0,0.0,1
38,1,2,2,2,1,1,1,3,43,3,1,3.0,17,4,8.0,3,2,0.0,0.0,0.0,0.0,1
43,2,3,2,7,2,9,5,4,72,3,2,3.0,13,2,10.0,3,3,8.0,7.0,4.0,7.0,1
48,1,1,2,7,1,1,4,4,40,2,4,2.0,11,1,10.0,3,1,3.0,2.0,0.0,2.0,1
44,1,2,4,10,1,1,4,1,50,2,2,4.0,11,2,10.0,1,4,2.0,2.0,0.0,2.0,1
34,4,3,1,5,1,14,3,3,31,3,1,1.0,18,4,8.0,3,3,8.0,2.0,0.0,6.0,1
27,3,3,1,5,1,2,1,3,85,3,1,0.0,11,2,5.0,3,3,4.0,3.0,0.0,2.0,2
21,4,2,1,5,1,22,1,3,49,3,1,1.0,11,3,3.0,2,3,3.0,2.0,1.0,2.0,1
44,5,1,2,7,1,3,4,4,35,3,5,4.0,12,1,10.0,2,4,2.0,2.0,0.0,1.0,1
22,2,1,2,2,1,6,1,1,69,3,1,0.0,20,4,3.0,3,3,2.0,2.0,2.0,2.0,1
32,1,1,2,2,1,9,4,1,92,3,2,1.0,12,4,6.0,2,2,6.0,4.0,0.0,5.0,1
30,2,3,2,2,2,3,3,3,71,3,1,1.0,20,3,10.0,2,3,1.0,0.0,0.0,0.0,1
34,1,1,2,7,1,1,5,2,42,3,1,1.0,12,4,10.0,4,2,10.0,9.0,1.0,8.0,1
26,1,1,2,2,1,6,3,3,71,3,1,1.0,13,3,3.0,2,3,3.0,2.0,0.0,2.0,1
37,5,1,2,2,1,3,3,3,36,3,3,1.0,15,3,10.0,2,3,10.0,7.0,1.0,8.0,1
29,2,1,1,1,1,3,2,2,62,3,2,1.0,14,1,6.0,5,2,6.0,0.0,1.0,2.0,1
35,1,2,2,7,1,6,4,2,82,1,2,1.0,13,2,17.0,3,3,5.0,3.0,1.0,8.0,1
54,2,1,4,10,1,19,4,3,88,3,3,2.0,15,3,16.0,1,4,9.0,7.0,1.0,1.0,1
36,2,3,2,2,1,9,2,2,48,2,2,2.0,11,3,13.0,2,3,3.0,2.0,0.0,2.0,1
20,2,2,2,7,1,10,1,4,32,3,1,1.0,11,4,10.0,5,3,1.0,0.0,1.0,1.0,2
33,1,2,2,7,2,3,3,1,70,3,1,1.0,11,1,10.0,3,3,10.0,8.0,1.0,7.0,2
23,2,1,2,2,1,4,3,1,58,4,1,2.0,16,1,5.0,3,4,3.0,2.0,0.0,2.0,1
25,1,1,1,1,1,8,3,4,57,4,2,0.0,22,3,4.0,4,3,3.0,2.0,1.0,2.0,1
38,3,2,1,1,1,7,4,4,46,2,2,0.0,20,1,8.0,2,3,7.0,7.0,0.0,5.0,1
29,1,3,2,2,2,1,4,2,76,1,1,1.0,18,4,10.0,5,3,10.0,7.0,2.0,8.0,1
48,3,1,1,1,1,2,1,2,56,4,2,3.0,12,4,12.0,3,3,2.0,2.0,2.0,2.0,1
27,2,3,1,1,2,3,1,4,71,4,2,1.0,20,2,6.0,3,3,6.0,5.0,0.0,4.0,1
37,1,2,2,7,1,10,2,4,80,4,1,3.0,17,1,4.0,2,3,1.0,0.0,0.0,0.0,1
50,2,1,2,7,1,28,1,4,74,4,1,1.0,11,3,10.0,3,3,5.0,8.0,3.0,8.0,1
34,2,2,6,14,1,9,3,4,46,2,3,1.0,14,2,9.0,3,4,8.0,7.0,1.0,7.0,1
24,1,2,1,1,1,3,2,1,65,3,2,2.0,14,1,4.0,3,3,2.0,2.0,2.0,0.0,2
52,1,2,3,8,1,8,4,2,87,3,3,2.458252890491517,19,2,14.333976876067867,3,3,6.62524132852545,7.37475867147455,2.6252413285254503,1.3747586714745499,1
51,2,1,5,9,1,21,4,2,44,3,3,2.454383210684065,15,3,10.454383210684066,2,3,4.545616789315935,5.728083946579675,1.0,2.545616789315935,1
42,1,1,2,3,2,9,3,1,52,3,1,3.8243944263295755,12,3,6.824394426329576,2,2,3.058535191223475,2.0,1.0,2.0,1
47,3,1,2,4,1,3,3,1,95,2,3,2.0,14,1,10.0,0,2,3.7722052756015483,2.386102637800774,1.0,2.386102637800774,1
51,3,1,1,8,1,2,1,1,56,1,4,1.0776188723521716,14,4,10.0,3,3,5.2716660532326,3.2328566170565143,1.1164283085282571,9.0,1
34,2,2,3,15,1,15,3,1,70,3,3,2.1892987160878725,14,4,15.810701283912127,3,2,5.567896148263618,7.526753209780319,1.0,8.24280513564851,1
28,2,2,2,3,1,28,3,3,74,1,1,1.1957911347892964,14,2,5.391582269578593,3,1,4.41262659563211,3.608417730421407,0.3915822695785929,3.608417730421407,1
26,1,1,3,16,1,1,3,1,46,2,2,0.06936130087516545,17,2,4.0,2,2,3.0693613008751655,2.0693613008751655,1.9306386991248345,2.0,1
33,2,1,1,1,1,1,3,1,32,3,3,1.1007780013774267,20,1,13.798443997245148,2,2,5.503890006887133,8.100778001377426,1.8992219986225733,1.30233400413228,1
34,1,1,1,1,1,9,1,2,70,3,2,0.9817781743484503,19,1,6.0,2,1,5.981778174348451,4.9635563486969,0.9817781743484503,3.01822182565155,1
40,1,1,1,8,1,6,4,2,88,3,4,1.0944429607559285,14,2,10.0,2,2,5.0,7.527785196220358,1.0,8.0,1
34,2,2,1,1,1,4,3,2,87,3,2,2.2679729063345726,17,1,12.95097967975093,0,3,11.316993226583643,6.415033867081784,1.0,7.3169932265836435,1
44,3,2,3,12,1,1,3,1,66,3,2,1.0,12,1,10.0,4,3,10.0,7.786434054619313,1.0,7.0,1
27,2,2,3,6,1,29,1,2,89,3,1,1.956926890881284,13,1,7.275902521175045,1,3,6.637951260587522,3.5948781514688064,1.0,3.5948781514688064,1
43,2,1,1,1,2,26,3,1,52,2,2,1.0,16,1,10.620498756122181,2,3,10.465374067091636,7.0,3.8448753109694547,5.465374067091636,1
22,4,1,4,8,2,25,1,1,85,2,1,0.9767280642641741,14,2,4.023271935735826,2,2,4.0,2.023271935735826,1.0,2.976728064264174,1
50,1,1,1,1,1,5,3,2,64,2,2,1.8144684825889357,17,3,10.927657587055322,2,2,7.443405447766807,6.257873930355743,1.5565945522331925,6.257873930355743,1
21,3,1,1,5,1,2,1,1,97,1,1,1.0,12,2,3.2818547747734,3,2,3.2818547747734,2.2818547747734,1.0,1.7181452252266,1
31,1,1,1,4,1,1,3,1,67,2,1,0.2363296552433125,14,1,3.1181648276216563,2,3,2.0,2.0,2.0,1.7636703447566875,1
29,1,2,1,5,1,21,3,2,49,3,3,1.0,11,2,10.303262834635849,1,2,10.303262834635849,8.696737165364151,1.6065256692716987,6.483685826820754,1
28,2,2,2,4,1,1,2,1,66,2,1,0.628942846779884,13,2,4.257885693559768,3,3,3.886828540339652,2.628942846779884,1.3710571532201161,2.628942846779884,1
52,1,2,1,7,2,3,4,1,79,2,4,1.245055972945894,18,3,10.0,2,3,5.0,7.245055972945894,1.0,3.0,1
32,1,2,1,1,1,9,4,1,67,3,2,3.205213131411657,22,4,11.940284175215544,3,3,7.529857912392228,7.264928956196115,1.0,7.264928956196115,1
29,2,1,1,4,1,8,3,1,50,1,1,1.1965190696151513,13,3,3.1791144176909087,3,2,2.0,2.0,2.0,2.0,1
42,1,1,1,2,2,26,2,2,98,2,1,1.435930854857387,17,2,6.0,3,3,2.8461037177139197,2.2820345725713063,2.564069145142613,2.0,1
36,1,3,1,1,1,14,2,1,59,1,2,1.8225604562202773,13,3,7.532318631339169,2,2,2.5323186313391686,2.1774395437797227,2.1774395437797227,3.24207680645806,1
31,2,1,1,1,1,7,3,2,42,3,3,1.2493852483591417,13,3,9.748155745077426,2,3,9.249385248359141,8.249385248359141,2.5012295032817167,6.251844254922575,1
29,2,1,1,5,1,8,3,2,51,1,1,1.0,12,2,2.772661042930944,3,2,2.772661042930944,2.3863305214654718,1.8068347392672641,1.8068347392672641,1
53,1,1,2,3,1,8,2,1,66,3,2,2.990505142000673,11,3,9.009494857999327,5,2,4.037979431997307,3.037979431997307,1.9905051420006732,3.037979431997307,1
24,1,1,2,5,2,4,3,1,55,3,1,1.4126176769114265,15,3,6.0,3,3,4.762146969265721,2.5873823230885735,1.0,2.0,2
42,1,1,3,4,1,6,1,1,73,3,1,1.0,13,3,11.255963828414433,3,3,11.255963828414433,7.511927656828867,1.0,7.627981914207217,1
43,1,1,3,3,1,5,2,1,72,2,1,1.0,13,1,10.0,3,1,6.117935196290016,6.5528259214839935,1.0,7.776412960741997,1
26,2,2,2,4,1,29,2,1,91,2,1,1.0,13,1,8.385624781771124,2,3,8.044821241518108,3.704017701265089,1.0,3.704017701265089,1
22,1,1,3,6,1,8,1,1,94,1,1,0.9307573256035647,14,1,4.069242674396436,2,2,4.0,3.0,1.0,1.0692426743964352,1
29,1,1,4,10,1,6,3,1,47,2,1,0.8584127518430118,12,2,5.716825503686024,2,2,5.575238255529035,3.7168255036860236,1.1415872481569882,1.1415872481569882,1
45,3,1,2,2,1,1,3,1,74,3,1,3.2869820821250553,15,3,13.568047780999853,2,2,5.142011945249964,4.142011945249964,1.0,2.428994027375018,1
44,2,2,2,4,1,2,1,2,85,3,3,4.501742135582995,16,2,14.505226406748985,2,2,2.0,2.0,2.0,1.7508710677914974,1
42,1,1,1,1,1,1,3,1,93,3,2,1.0,21,3,7.736371377745953,4,3,6.5090857481693645,6.018171496338729,1.0,6.754542874084683,1
36,3,1,1,1,1,9,3,2,62,2,2,1.0,13,1,10.0,3,3,10.0,9.0,1.0,6.278132918148472,1
25,2,1,3,6,1,1,2,1,59,2,1,0.9025529066795667,15,1,5.7076587200387,2,3,4.7076587200387,2.9025529066795666,1.0974470933204334,2.805105813359133,1
28,2,3,3,5,1,2,2,1,63,3,1,1.505252372447857,12,2,4.494747627552143,2,2,3.4842428826564285,2.494747627552143,1.505252372447857,2.494747627552143,1
39,1,2,3,13,1,2,3,1,84,3,3,2.1735425338922583,11,3,10.173542533892258,3,2,4.6529149322154835,6.132287330538708,1.0,4.479372398323225,1
38,1,1,1,1,1,2,3,1,93,2,2,0.32004960103061175,19,3,9.039851196908165,2,3,8.359900797938776,7.0,2.3599007979387765,4.960148803091835,1
33,3,1,3,9,1,9,3,1,52,2,1,1.0,14,3,2.0,0,3,2.0,2.0,2.0,2.0,2
36,1,1,1,1,1,6,2,1,99,3,2,1.0,11,3,11.946008393670816,1,3,8.053991606329184,5.443193285063348,1.0,6.664789927595021,1
31,1,1,1,1,1,6,3,1,76,1,2,3.9783246970394033,17,2,12.054188257401492,2,2,6.978324697039403,7.0,1.0,6.956649394078807,1
47,1,1,2,6,1,18,1,1,86,3,2,4.621527905677055,11,4,9.24305581135411,3,2,2.0,2.0,1.0946180235807363,2.0,1
24,1,1,2,6,1,6,2,1,55,2,1,1.0,16,3,6.0,3,3,5.908713323213867,3.0,1.0,2.0912866767861336,1
28,2,1,3,3,1,1,4,1,37,3,1,1.6806863624095851,13,2,4.63862727518083,3,3,2.9579409127712446,2.319313637590415,1.6806863624095851,2.0,1
25,1,1,2,6,1,1,2,1,58,2,1,1.0,16,1,6.0,2,3,5.049938032949195,3.0,1.0,2.950061967050805,1
33,1,1,1,1,1,5,1,2,61,2,2,1.950607146937556,13,1,8.098785706124888,2,3,5.2469642653122195,4.2469642653122195,1.0,2.2469642653122195,1
32,1,1,1,1,1,4,3,1,43,2,3,2.8531242237534276,11,2,13.706248447506855,2,3,11.279686335630142,9.0,1.0,3.573437888123286,1
51,2,2,4,10,1,23,2,1,93,2,1,3.159186060848996,12,4,8.736325575660402,1,2,5.840813939151004,4.208976726981204,1.7363255756604015,4.208976726981204,1
44,2,1,3,4,1,3,3,1,73,2,1,1.4484455219783197,13,1,13.13911865384824,2,1,5.44844552197832,6.103108956043361,1.0,5.309326868130081,1
56,2,1,3,9,1,4,1,1,53,2,2,1.7067892283019355,16,4,7.879632315094193,2,2,2.8796323150941934,2.2932107716980648,1.7067892283019355,4.0524754018864515,1
38,4,2,3,11,2,4,3,1,99,2,1,4.342670909260168,12,3,12.014006363890251,3,3,9.028012727780505,3.0,2.342670909260168,6.35667727315042,1
29,1,2,1,5,1,21,3,2,49,3,3,1.0,11,2,10.327481543922962,1,2,10.327481543922962,8.672518456077038,1.6549630878459232,6.362592280385192,1
39,4,2,4,10,2,2,3,1,99,3,1,3.7618726471884,13,3,12.25712358831304,3,3,10.50474905887536,3.99050188224928,2.50474905887536,8.0,1
25,1,1,1,1,1,27,3,1,39,2,2,1.7915790437258485,18,4,6.833683825096606,3,2,3.6673676501932118,2.416841912548303,1.7915790437258485,3.45894669391906,1
27,1,1,2,5,1,1,2,1,57,2,1,0.7896181427945539,16,1,5.368854428383662,1,3,4.368854428383662,2.789618142794554,1.0,2.789618142794554,1
26,1,1,3,16,1,1,3,1,46,2,2,0.09120610304869037,17,2,4.0,2,2,3.09120610304869,2.09120610304869,1.9087938969513096,2.0,1
31,2,2,1,8,1,2,4,2,70,2,2,1.011159390594837,12,1,6.033478171784511,2,3,2.0,2.0,2.0,2.0,1
44,2,1,1,8,1,4,2,2,88,2,4,2.0,11,3,10.0,4,3,5.0,8.827323719950067,3.0,3.1726762800499326,1
44,2,1,1,1,1,2,2,1,94,3,2,2.0,12,1,8.90094223535253,0,1,4.648586646971207,3.099057764647471,0.45047111767626447,3.6485866469712067,1
27,1,1,4,10,1,4,2,2,46,2,1,1.0,12,2,5.116938997253246,2,2,5.116938997253246,3.558469498626623,1.0,1.441530501373377,1
44,1,1,3,3,1,1,2,2,42,3,1,2.1122958172417,12,3,6.4491832689668005,2,3,4.112295817241701,3.1122958172417,1.3368874517251008,2.1122958172417,1
35,2,1,2,2,1,11,3,1,45,3,2,1.0,15,2,9.649084987447921,2,3,9.649084987447921,8.0,3.0,7.0,1
22,1,1,3,6,1,9,1,1,94,1,1,0.8829329835723941,14,1,4.1170670164276055,2,2,4.0,3.0,1.0,1.117067016427606,1
42,2,2,3,4,1,6,2,1,73,2,1,1.0,13,1,10.285983364105672,3,1,6.000941774369851,7.285983364105672,1.0,8.0,1
34,2,1,1,1,1,2,3,2,85,3,2,1.7615106317174722,12,2,14.284531895152416,1,3,11.0,8.761510631717472,1.0,8.523021263434945,1
33,1,1,1,1,1,1,2,2,62,2,2,1.0,12,2,10.0,2,3,10.0,8.618218063316261,1.0,2.672473556786173,1
36,3,1,1,1,1,9,3,1,62,2,2,1.0,13,1,9.79775464775442,4,3,9.79775464775442,8.79775464775442,1.0,7.0,1
42,1,3,1,1,1,12,2,1,59,1,3,1.0841068061149974,11,3,9.747679581655008,2,2,4.7476795816550075,2.915893193885003,2.915893193885003,8.411252357195018,1
26,1,1,2,5,1,22,1,1,97,2,1,0.0,16,1,5.29903086854088,2,3,4.29903086854088,3.0,1.8970926056226398,2.0,1
48,1,1,3,3,2,1,3,1,35,3,4,2.0727630063641937,21,3,10.0,3,2,5.0,4.0,2.145526012728387,1.145526012728387,1
33,1,1,3,4,1,28,3,1,52,2,2,1.0,21,2,13.287440237161425,3,2,12.465580177871068,7.356279881419288,2.6437201185807124,8.0,1
25,1,1,2,4,2,3,3,1,56,3,1,1.7062422271564963,14,2,6.0,2,3,3.8812733185305115,2.2937577728435037,1.0,2.0,2
33,1,1,2,3,1,19,2,2,35,2,1,1.0,12,1,10.0813487806419,3,2,10.0813487806419,8.9186512193581,1.1626975612837995,6.674604877432401,1
36,1,1,5,9,1,7,3,1,76,3,1,1.915162285914808,11,2,14.406136001403656,3,2,4.339350856340768,3.084837714085192,1.0,3.3393508563407677,1
46,1,2,3,5,1,9,3,1,63,3,1,4.0,12,3,7.0,2,2,2.0133604214988248,2.0,1.9866395785011755,0.026720842997649097,1
30,2,2,1,1,1,4,2,2,87,3,1,1.0,16,2,11.251458408487759,1,3,10.62572920424388,8.37427079575612,1.0,6.25145840848776,1
49,2,1,3,7,1,19,1,1,88,2,2,5.0,11,4,9.258715705866218,2,2,2.7412842941337816,2.0,1.0,2.0,1
35,3,1,3,10,1,8,3,1,52,2,1,1.0,16,3,3.4976034619399794,0,3,2.561601298227492,2.1872004327424976,1.8127995672575026,2.1872004327424976,1
54,2,2,2,2,1,11,4,1,86,3,4,2.9472485773838586,19,1,10.0,2,2,5.0,8.894497154767718,1.1055028452322826,3.2637571130807066,1
41,1,1,1,8,1,1,4,2,91,2,3,2.0,15,2,10.0,1,3,5.0,3.0419968085313873,1.0279978723542582,7.972002127645742,1
55,2,2,1,2,1,14,4,1,84,3,4,2.2466218147410584,18,3,10.0,2,2,6.233109073705291,7.493243629482117,2.5067563705178832,7.753378185258942,1
33,2,1,1,1,1,6,3,2,63,2,2,1.0,12,2,10.0,4,3,10.0,8.623740414469085,1.0,7.0,1
21,3,1,1,5,1,1,1,1,98,1,1,1.0,11,2,3.0835007166986688,3,2,3.0835007166986688,2.0835007166986688,1.0,1.9164992833013312,1
25,1,1,3,12,1,2,2,2,45,2,1,1.0,12,2,4.445706168145127,2,2,4.445706168145127,3.2228530840725633,1.0,1.7771469159274367,1
35,1,1,2,2,1,1,4,1,45,2,2,3.3247872507925846,14,2,12.53276600211356,2,1,3.3247872507925846,1.558404249735805,1.558404249735805,3.6495745015851697,1
28,2,1,4,6,1,4,3,2,45,2,1,1.0,11,2,6.0,3,2,5.575777990753024,3.5757779907530236,1.0,1.4242220092469764,1
35,1,1,3,6,1,28,2,2,86,2,2,3.625417540378944,13,1,10.0,1,2,8.093645614905263,7.093645614905264,1.187291229810528,7.093645614905264,1
45,2,1,1,7,1,2,1,1,52,3,4,2.7776050353876975,12,3,10.0,3,3,11.221617623856941,8.888802517693849,3.666407553081546,8.666407553081546,1
57,2,2,2,4,1,23,3,1,96,2,2,3.4778753128725777,11,4,9.014749791418282,2,2,4.507374895709141,2.507374895709141,1.0,5.551624269963986,1
36,3,2,1,4,2,4,3,1,41,3,1,3.965939065697743,16,3,12.954585420930323,2,3,9.0,8.0,1.0227072895348381,7.988646355232581,1
32,2,1,1,3,1,9,3,2,52,1,1,1.0,12,3,2.9373212839882523,3,2,2.9373212839882523,2.0,1.5313393580058738,2.0,1
29,2,2,2,3,1,27,4,3,72,2,1,0.9436967243181626,14,2,5.2815163784091865,2,1,5.225213102727349,4.056303275681837,0.05630327568183735,4.168909827045512,1
38,1,2,5,9,1,4,3,1,80,3,1,0.23763583253614384,12,3,10.59408958134036,2,1,8.40591041865964,2.118817916268072,2.762364167463856,7.405910418659641,1
30,1,2,1,2,1,25,1,1,31,2,1,1.0,17,4,5.470104987108419,1,2,5.470104987108419,2.7051574806626295,3.6474212596686852,3.5876312338855243,1
28,2,1,1,2,1,25,2,2,35,2,2,1.0,21,4,9.649210302116064,3,2,9.649210302116064,5.403158791535746,1.0,8.649210302116064,1
42,1,1,3,5,1,7,1,1,73,3,1,1.0,13,3,11.492089758530847,3,3,11.492089758530847,7.984179517061693,1.0,7.7460448792654235,1
35,2,2,2,2,2,4,2,1,87,3,2,2.0,14,3,15.83326246980568,4,2,6.166737530194319,7.0,1.0,5.333475060388638,1
25,1,1,2,6,1,1,2,1,58,2,1,1.0,16,1,6.0,2,3,5.037827451525458,3.0,1.0,2.962172548474542,1
32,2,1,2,8,1,6,3,1,52,3,1,0.6251294204762959,16,3,2.374870579523704,0,3,2.0,2.0,1.6251294204762958,2.0,1
35,1,1,1,1,1,8,3,1,51,3,1,1.2857120862818607,12,3,5.142848345127443,3,1,3.4285758274362785,2.0,1.2857120862818607,2.0,1
27,2,1,1,4,1,23,1,2,35,2,2,1.0,21,4,9.13140087181054,4,2,9.13140087181054,7.474396512757841,1.0,8.13140087181054,1
48,3,1,2,4,1,4,3,1,95,2,2,2.0,14,1,10.0,0,2,3.447191677038905,2.2235958385194525,1.0,2.2235958385194525,1
22,4,1,4,8,2,26,1,2,85,2,1,1.0,13,2,4.073554921118777,2,2,4.073554921118777,2.0,1.0,2.9632225394406113,1
36,2,2,1,1,1,12,4,1,96,2,2,4.951382101240735,12,2,15.927073151861102,2,3,2.0972357975185307,2.0607723734490815,1.9878455253101837,2.0850813228287146,1
29,2,1,1,1,1,26,2,1,34,3,2,1.0,21,4,9.849394133538194,2,2,9.849394133538194,3.939757653415278,1.0903635198770827,8.819272960245835,1
46,3,1,3,4,1,1,3,1,73,2,1,1.9568400880494239,12,2,16.697880616345966,2,1,5.956840088049423,5.086319823901152,1.0,2.2589594717034567,1
30,1,1,1,1,1,20,3,2,71,1,1,2.782286227396142,11,2,4.108856886301929,2,2,2.3265706589057866,2.217713772603858,1.7822862273961422,2.217713772603858,1
31,2,1,1,1,1,25,3,1,37,2,2,0.5277011090862999,22,3,12.833793345482201,2,2,7.638505545431499,6.361494454568501,1.0,6.166206654517799,2
32,1,1,1,1,1,7,3,1,45,3,1,2.0,12,4,7.985929592238601,5,1,2.0,2.0,2.0,2.0,1
41,1,1,1,1,1,1,2,1,94,3,2,2.0,11,1,8.147593129470797,0,1,5.778610305793803,3.8524068705292023,0.07379656473539886,4.778610305793803,1
49,1,2,1,8,2,2,4,1,80,2,5,1.8922914311973584,15,4,10.0,2,3,3.6615628532039626,4.769271422006604,1.4461457155986792,2.1077085688026416,1
24,1,2,2,5,1,28,1,2,91,2,1,0.969302535619099,13,1,6.0,2,3,5.969302535619099,2.030697464380901,1.0920923931427033,2.0,1
33,2,1,1,1,2,5,3,1,45,2,3,2.4307064674895535,12,2,12.338315090808958,2,3,10.907608623319405,8.476902155829851,2.0461956883402976,5.092391376680595,1
29,1,2,3,5,1,3,3,1,60,3,1,2.0,12,2,4.741202723729475,0,2,2.3706013618647375,2.0,1.6293986381352625,2.0,1
27,2,1,1,1,1,27,3,1,36,2,2,1.3042513110153828,20,4,8.782994755938468,3,2,7.565989511876937,3.3914973779692343,1.3042513110153828,6.87024082289232,1
33,1,2,1,1,2,9,3,1,31,3,3,1.0,15,2,11.363623194303319,3,2,11.363623194303319,4.818164259071093,1.0,7.9090821295355465,1
33,1,1,3,6,1,28,3,2,81,3,2,2.1173257597478097,12,1,13.137790400420318,2,3,6.11732575974781,4.489767679663746,1.0,7.0,1
37,1,2,1,1,1,1,2,1,95,3,2,1.5843143119231002,11,1,10.909799816538298,0,1,5.5843143119231,3.5843143119231002,0.41568568807689976,4.1686286238462005,1
58,1,1,3,3,1,15,4,1,87,3,3,1.901158010490989,13,2,9.209264083927913,3,3,2.0,2.0,2.0,2.0,1
49,2,1,5,9,1,19,4,2,40,3,4,1.9091072393170843,14,3,10.0,3,2,5.0,7.954553619658542,1.0,3.0,1
48,1,2,2,3,2,24,2,1,96,2,1,2.842889568776691,14,3,6.56192637918446,2,3,2.5619263791844604,2.0,1.7190368104077698,2.0,1
52,1,1,1,1,1,4,2,1,63,2,3,1.9504114840765587,18,3,10.0,2,2,7.851234452229676,6.801645936306235,1.0,7.0991770318468825,2
28,3,2,3,5,1,7,3,1,39,3,1,2.7805275677818324,13,1,9.890263783890916,2,2,7.219472432218168,7.0,1.0,7.109736216109083,1
23,1,1,2,3,1,12,1,1,93,2,1,1.455656752785713,13,1,4.911313505571426,3,2,3.544343247214287,2.544343247214287,1.0,1.455656752785713,1
45,3,2,1,5,1,1,2,1,93,1,4,1.6201325978015366,19,1,10.0,2,3,5.0,3.0,1.0,4.5194696087938535,1
29,3,2,2,12,3,23,2,2,72,2,2,0.7226188170188673,14,1,10.0,2,2,9.722618817018867,6.445237634037735,1.0,8.445237634037735,1
42,1,1,1,1,1,1,1,1,97,3,2,1.0,24,3,9.435636520828716,3,3,5.376242319447522,3.7524846388950452,1.0,6.188121159723761,1
49,2,1,1,6,2,1,3,1,76,2,3,1.4636984049399822,15,3,13.245888834579876,2,3,5.463698404939982,6.072603190120036,1.0,2.536301595060018,1
58,2,2,2,8,2,3,2,2,52,3,2,3.2932955439478944,20,4,8.939943315921841,0,2,3.9399433159218415,6.52653440381763,1.3533522280260528,2.646647771973947,1
30,2,1,1,3,1,8,3,1,49,1,1,1.416343888149128,13,3,4.498063328894768,4,2,2.0,2.0,2.0,2.0,1
35,4,2,4,10,1,7,3,2,100,3,1,1.3109385478599394,16,2,6.5441424587548935,2,1,5.466407821789909,3.9222653630350153,1.1554692739299697,4.310938547859939,1
29,2,1,1,5,1,8,2,1,52,1,1,0.9743948076661665,13,3,2.0256051923338334,2,3,2.0,2.0,1.9743948076661666,2.0,1
28,2,1,1,5,1,9,3,1,52,1,1,0.9862107444796029,13,3,2.013789255520397,2,3,2.0,2.0,2.0,1.9862107444796029,1
29,1,1,3,15,1,12,2,2,72,3,3,0.30183828598025486,12,2,9.301838285980255,3,2,8.60367657196051,7.0,1.0,7.603676571960509,1
42,2,1,1,11,1,6,3,2,88,3,4,2.0,13,3,10.0,4,2,5.0,8.07219273268824,2.5360963663441205,3.0,1
33,2,2,3,3,2,2,1,2,89,3,1,1.6904723837136721,15,3,13.45236191856836,5,3,7.928582848858984,7.619055232572656,1.0,6.380944767427344,1
39,1,1,1,1,1,21,4,1,41,1,2,2.813795019706949,13,3,8.372409960586102,1,3,4.627590039413898,3.6275900394138976,1.0,3.6275900394138976,1
40,3,1,1,1,1,24,1,1,57,2,3,0.3152688274461207,12,1,10.0,2,2,6.5763441372306035,8.369462345107758,1.9458064823383623,5.684731172553879,1
38,1,1,3,14,1,8,3,2,98,1,2,2.5121491819653263,12,1,10.0,3,3,5.650467757379565,3.650467757379565,1.0,3.8130846967244567,1
28,4,2,3,6,1,6,2,1,38,3,1,2.821854368987685,13,1,9.64370873797537,2,3,6.9109271844938425,6.64370873797537,1.0,6.64370873797537,1
35,1,2,4,10,1,8,3,1,75,3,1,2.0,11,3,15.177462757076832,3,2,4.177462757076831,3.887313785384155,1.0,4.0647765424609865,1
45,2,1,1,1,2,25,3,1,51,2,2,1.050200086708076,15,1,10.0,2,3,9.74899956645962,7.050200086708076,3.849399739875772,4.899599826583848,1
58,1,2,2,3,1,23,3,1,91,3,1,1.27428049161164,11,4,4.19424393289312,3,2,2.82284147483492,2.27428049161164,1.72571950838836,3.91996344128148,1
27,1,1,1,1,1,22,2,1,92,3,2,1.6134151959357899,12,1,8.706093628449471,3,2,6.479263236577891,3.9329240203210505,1.0,3.9329240203210505,1
34,1,1,1,1,1,3,1,2,61,2,2,1.5817569637093811,13,1,8.836486072581238,2,3,7.091215181453094,6.091215181453094,1.0,1.1635139274187623,1
52,1,1,1,1,1,4,2,1,63,2,3,1.9327284833540133,18,3,10.0,2,2,7.798185450062039,6.730913933416053,1.0,7.1345430332919735,2
29,3,2,1,5,1,9,3,2,51,1,1,1.0,13,2,2.1339361104995915,3,2,2.1339361104995915,2.0,1.8660638895004085,2.0,1
29,1,1,1,1,1,22,1,3,44,2,2,1.0904373402123788,12,1,10.864343989681432,2,1,10.728687979362864,7.819125319575242,2.909562659787621,3.0452186701061894,1
35,2,1,1,1,1,6,3,1,83,3,2,1.9736330255027479,16,3,16.86816512751374,1,2,5.158201846983512,7.026366974497252,1.0,3.105467897989008,1
